,,,,,close orice,gain and loss,Balance Before Variation,Margin call,Balance including,Balance after Withdrawals,1 = Marigin Call,1 = Incentive to Walk
,,,,,75.09,-330,6591,0,6591,6591,0,
,,,,,77.00,1910,8501,0,8501,6921,1,
,,,,,74.16,-2840,4081,2840,6921,6921,0,
,,,,,81.68,7520,14441,0,14441,6921,1,
,,,,,77.34,-4340,2581,4340,6921,6921,1,
,,,,,73.58,-3760,3161,3760,6921,6921,0,
,,,,,74.00,420,7341,0,7341,6921,0,
,,,,,74.36,360,7281,0,7281,6921,1,
,,,,,71.75,-2610,4311,2610,6921,6921,1,
,,,,,68.85,-2900,4021,2900,6921,6921,0,
,,,,,70.94,2090,9011,0,9011,6921,0,
,,,,,69.81,-1130,5791,0,5791,5791,1,
,,,,,67.82,-1990,3801,3120,6921,6921,0,
,,,,,66.65,-1170,5751,0,5751,5751,0,
,,,,,66.88,230,5981,0,5981,5981,1,
,,,,,63.27,-3610,2371,4550,6921,6921,0,
,,,,,63.67,400,7321,0,7321,6921,0,
,,,,,67.93,4260,11181,0,11181,6921,1,
,,,,,65.14,-2790,4131,2790,6921,6921,0,
,,,,,68.38,3240,10161,0,10161,6921,0,
,,,,,68.38,0,6921,0,6921,6921,0,
,,,,,68.50,120,7041,0,7041,6921,1,
,,,,,64.35,-4150,2771,4150,6921,6921,0,
,,,,,62.64,-1710,5211,0,5211,5211,0,
,,,,,63.17,530,5741,0,5741,5741,1,
,,,,,60.88,-2290,3451,3470,6921,6921,1,
,,,,,58.05,-2830,4091,2830,6921,6921,0,
,,,,,61.10,3050,9971,0,9971,6921,1,
,,,,,58.64,-2460,4461,2460,6921,6921,0,
,,,,,58.01,-630,6291,0,6291,6291,0,
,,,,,62.31,4300,10591,0,10591,6921,0,
,,,,,61.51,-800,6121,0,6121,6121,1,
,,,,,60.53,-980,5141,1780,6921,6921,0,
,,,,,59.74,-790,6131,0,6131,6131,0,
,,,,,59.06,-680,5451,0,5451,5451,1,
,,,,,57.43,-1630,3821,3100,6921,6921,0,
,,,,,57.95,520,7441,0,7441,6921,1,
,,,,,55.19,-2760,4161,2760,6921,6921,0,
,,,,,54.73,-460,6461,0,6461,6461,1,
,,,,,51.85,-2880,3581,3340,6921,6921,0,
,,,,,54.42,2570,9491,0,9491,6921,0,
,,,,,56.34,1920,8841,0,8841,6921,0,
,,,,,56.73,390,7311,0,7311,6921,0,
,,,,,61.62,4890,11811,0,11811,6921,0,
,,,,,63.10,1480,8401,0,8401,6921,0,
,,,,,64.77,1670,8591,0,8591,6921,0,
,,,,,64.87,100,7021,0,7021,6921,1,
,,,,,61.57,-3300,3621,3300,6921,6921,0,
,,,,,61.36,-210,6711,0,6711,6711,0,
,,,,,61.65,290,7001,0,7001,6921,0,
,,,,,60.31,-1340,5581,0,5581,5581,0,
,,,,,61.39,1080,6661,0,6661,6661,0,
,,,,,61.31,-80,6581,0,6581,6581,0,
,,,,,61.20,-110,6471,0,6471,6471,0,
,,,,,60.49,-710,5761,0,5761,5761,1,
,,,,,57.10,-3390,2371,4550,6921,6921,0,
,,,,,56.18,-920,6001,0,6001,6001,0,
,,,,,56.30,120,6121,0,6121,6121,0,
,,,,,58.67,2370,8491,0,8491,6921,0,
,,,,,57.31,-1360,5561,0,5561,5561,1,
,,,,,55.97,-1340,4221,2700,6921,6921,0,
,,,,,57.34,1370,8291,0,8291,6921,0,
,,,,,57.54,200,7121,0,7121,6921,0,
,,,,,56.84,-700,6221,0,6221,6221,1,
,,,,,54.86,-1980,4241,2680,6921,6921,0,
,,,,,54.94,80,7001,0,7001,6921,0,
,,,,,55.81,870,7791,0,7791,6921,0,
,,,,,57.14,1330,8251,0,8251,6921,0,
,,,,,57.67,530,7451,0,7451,6921,0,
,,,,,57.54,-130,6791,0,6791,6791,0,
,,,,,56.04,-1500,5291,0,5291,5291,0,
,,,,,56.25,210,5501,0,5501,5501,0,
,,,,,56.59,340,5841,0,5841,5841,1,
,,,,,55.26,-1330,4511,2410,6921,6921,1,
,,,,,51.60,-3660,3261,3660,6921,6921,1,
,,,,,49.41,-2190,4731,2190,6921,6921,0,
,,,,,52.26,2850,9771,0,9771,6921,0,
,,,,,51.67,-590,6331,0,6331,6331,0,
,,,,,51.53,-140,6191,0,6191,6191,0,
,,,,,52.63,1100,7291,0,7291,6921,0,
,,,,,53.36,730,7651,0,7651,6921,0,
,,,,,55.61,2250,9171,0,9171,6921,0,
,,,,,54.71,-900,6021,0,6021,6021,1,
,,,,,50.79,-3920,2101,4820,6921,6921,0,
,,,,,51.77,980,7901,0,7901,6921,0,
,,,,,53.56,1790,8711,0,8711,6921,0,
,,,,,52.72,-840,6081,0,6081,6081,0,
,,,,,53.62,900,6981,0,6981,6921,0,
,,,,,53.16,-460,6461,0,6461,6461,0,
,,,,,53.42,260,6721,0,6721,6721,1,
,,,,,51.62,-1800,4921,2000,6921,6921,0,
,,,,,54.80,3180,10101,0,10101,6921,0,
,,,,,54.37,-430,6491,0,6491,6491,0,
,,,,,55.32,950,7441,0,7441,6921,0,
,,,,,57.50,2180,9101,0,9101,6921,0,
,,,,,58.02,520,7441,0,7441,6921,0,
,,,,,61.71,3690,10611,0,10611,6921,0,
,,,,,62.36,650,7571,0,7571,6921,0,
,,,,,64.72,2360,9281,0,9281,6921,0,
,,,,,64.24,-480,6441,0,6441,6441,1,
,,,,,62.75,-1490,4951,1970,6921,6921,0,
,,,,,64.08,1330,8251,0,8251,6921,0,
,,,,,62.79,-1290,5631,0,5631,5631,1,
,,,,,59.90,-2890,2741,4180,6921,6921,0,
,,,,,60.59,690,7611,0,7611,6921,0,
,,,,,59.41,-1180,5741,0,5741,5741,0,
,,,,,63.74,4330,10071,0,10071,6921,0,
,,,,,64.10,360,7281,0,7281,6921,0,
,,,,,63.46,-640,6281,0,6281,6281,0,
,,,,,62.61,-850,5431,0,5431,5431,0,
,,,,,62.88,270,5701,0,5701,5701,0,
,,,,,64.66,1780,7481,0,7481,6921,0,
,,,,,63.08,-1580,5341,0,5341,5341,1,
,,,,,62.86,-220,5121,1800,6921,6921,0,
,,,,,62.14,-720,6201,0,6201,6201,0,
,,,,,62.55,410,6611,0,6611,6611,0,
,,,,,62.35,-200,6411,0,6411,6411,1,
,,,,,59.51,-2840,3571,3350,6921,6921,0,
,,,,,59.43,-80,6841,0,6841,6841,0,
,,,,,59.50,70,6911,0,6911,6911,0,
,,,,,59.12,-380,6531,0,6531,6531,0,
,,,,,60.56,1440,7971,0,7971,6921,0,
,,,,,59.52,-1040,5881,0,5881,5881,0,
,,,,,59.11,-410,5471,0,5471,5471,0,
,,,,,60.28,1170,6641,0,6641,6641,0,
,,,,,60.38,100,6741,0,6741,6741,0,
,,,,,62.57,2190,8931,0,8931,6921,0,
,,,,,64.27,1700,8621,0,8621,6921,0,
,,,,,63.50,-770,6151,0,6151,6151,0,
,,,,,64.99,1490,7641,0,7641,6921,0,
,,,,,65.00,10,6931,0,6931,6921,0,
,,,,,65.95,950,7871,0,7871,6921,0,
,,,,,65.76,-190,6731,0,6731,6731,0,
,,,,,66.04,280,7011,0,7011,6921,0,
,,,,,65.36,-680,6241,0,6241,6241,0,
,,,,,65.65,290,6531,0,6531,6531,1,
,,,,,63.19,-2460,4071,2850,6921,6921,0,
,,,,,65.32,2130,9051,0,9051,6921,0,
,,,,,65.75,430,7351,0,7351,6921,0,
,,,,,66.56,810,7731,0,7731,6921,0,
,,,,,66.05,-510,6411,0,6411,6411,0,
,,,,,66.67,620,7031,0,7031,6921,0,
,,,,,66.88,210,7131,0,7131,6921,0,
,,,,,67.82,940,7861,0,7861,6921,0,
,,,,,69.67,1850,8771,0,8771,6921,0,
,,,,,70.59,920,7841,0,7841,6921,0,
,,,,,72.74,2150,9071,0,9071,6921,0,
,,,,,73.74,1000,7921,0,7921,6921,0,
,,,,,72.59,-1150,5771,0,5771,5771,0,
,,,,,74.88,2290,8061,0,8061,6921,0,
,,,,,74.86,-20,6901,0,6901,6901,0,
,,,,,74.89,30,6931,0,6931,6921,0,
,,,,,76.07,1180,8101,0,8101,6921,0,
,,,,,76.69,620,7541,0,7541,6921,0,
,,,,,77.65,960,7881,0,7881,6921,0,
,,,,,76.95,-700,6221,0,6221,6221,1,
,,,,,75.76,-1190,5031,1890,6921,6921,0,
,,,,,75.37,-390,6531,0,6531,6531,0,
,,,,,76.02,650,7181,0,7181,6921,0,
,,,,,75.89,-130,6791,0,6791,6791,0,
,,,,,74.41,-1480,5311,0,5311,5311,1,
,,,,,72.06,-2350,2961,3960,6921,6921,0,
,,,,,73.41,1350,8271,0,8271,6921,0,
,,,,,73.12,-290,6631,0,6631,6631,0,
,,,,,74.43,1310,7941,0,7941,6921,0,
,,,,,73.42,-1010,5911,0,5911,5911,0,
,,,,,75.46,2040,7951,0,7951,6921,0,
,,,,,74.14,-1320,5601,0,5601,5601,0,
,,,,,73.93,-210,5391,0,5391,5391,1,
,,,,,71.88,-2050,3341,3580,6921,6921,1,
,,,,,69.33,-2550,4371,2550,6921,6921,0,
,,,,,68.43,-900,6021,0,6021,6021,1,
,,,,,66.29,-2140,3881,3040,6921,6921,0,
,,,,,66.89,600,7521,0,7521,6921,0,
,,,,,66.23,-660,6261,0,6261,6261,0,
,,,,,65.85,-380,5881,0,5881,5881,0,
,,,,,65.71,-140,5741,0,5741,5741,0,
,,,,,68.14,2430,8171,0,8171,6921,0,
,,,,,69.14,1000,7921,0,7921,6921,0,
,,,,,70.67,1530,8451,0,8451,6921,0,
,,,,,71.86,1190,8111,0,8111,6921,0,
,,,,,72.10,240,7161,0,7161,6921,0,
,,,,,72.96,860,7781,0,7781,6921,0,
,,,,,74.67,1710,8631,0,8631,6921,0,
,,,,,75.34,670,7591,0,7591,6921,0,
,,,,,75.07,-270,6651,0,6651,6651,0,
,,,,,74.19,-880,5771,0,5771,5771,1,
,,,,,71.37,-2820,2951,3970,6921,6921,0,
,,,,,74.81,3440,10361,0,10361,6921,0,
,,,,,76.06,1250,8171,0,8171,6921,0,
,,,,,77.73,1670,8591,0,8591,6921,0,
,,,,,78.39,660,7581,0,7581,6921,0,
,,,,,79.10,710,7631,0,7631,6921,0,
,,,,,78.91,-190,6731,0,6731,6731,0,
,,,,,77.60,-1310,5421,0,5421,5421,0,
,,,,,77.88,280,5701,0,5701,5701,1,
,,,,,76.60,-1280,4421,2500,6921,6921,0,
,,,,,76.96,360,7281,0,7281,6921,0,
,,,,,77.28,320,7241,0,7241,6921,1,
,,,,,74.76,-2520,4401,2520,6921,6921,0,
,,,,,74.12,-640,6281,0,6281,6281,0,
,,,,,75.97,1850,8131,0,8131,6921,0,
,,,,,78.07,2100,9021,0,9021,6921,0,
,,,,,76.95,-1120,5801,0,5801,5801,0,
,,,,,77.76,810,6611,0,6611,6611,0,
,,,,,77.97,210,6821,0,6821,6821,1,
,,,,,75.83,-2140,4681,2240,6921,6921,0,
,,,,,75.50,-330,6591,0,6591,6591,0,
,,,,,76.33,830,7421,0,7421,6921,0,
,,,,,76.45,120,7041,0,7041,6921,1,
,,,,,73.71,-2740,4181,2740,6921,6921,1,
,,,,,71.95,-1760,5161,1760,6921,6921,0,
,,,,,71.64,-310,6611,0,6611,6611,0,
,,,,,71.30,-340,6271,0,6271,6271,0,
,,,,,71.14,-160,6111,0,6111,6111,0,
,,,,,73.82,2680,8791,0,8791,6921,0,
,,,,,73.86,40,6961,0,6961,6921,0,
,,,,,74.27,410,7331,0,7331,6921,1,
,,,,,72.14,-2130,4791,2130,6921,6921,0,
,,,,,72.04,-100,6821,0,6821,6821,0,
,,,,,73.61,1570,8391,0,8391,6921,0,
,,,,,75.01,1400,8321,0,8321,6921,0,
,,,,,75.34,330,7251,0,7251,6921,0,
,,,,,75.10,-240,6681,0,6681,6681,1,
,,,,,72.44,-2660,4021,2900,6921,6921,0,
,,,,,74.11,1670,8591,0,8591,6921,1,
,,,,,71.76,-2350,4571,2350,6921,6921,1,
,,,,,68.77,-2990,3931,2990,6921,6921,0,
,,,,,68.62,-150,6771,0,6771,6771,0,
,,,,,69.31,690,7461,0,7461,6921,0,
,,,,,69.22,-90,6831,0,6831,6831,0,
,,,,,72.79,3570,10401,0,10401,6921,0,
,,,,,73.10,310,7231,0,7231,6921,0,
,,,,,72.17,-930,5991,0,5991,5991,0,
,,,,,72.24,70,6061,0,6061,6061,0,
,,,,,72.74,500,6561,0,6561,6561,0,
,,,,,71.66,-1080,5481,0,5481,5481,0,
,,,,,74.22,2560,8041,0,8041,6921,0,
,,,,,74.40,180,7101,0,7101,6921,0,
,,,,,75.77,1370,8291,0,8291,6921,0,
,,,,,76.82,1050,7971,0,7971,6921,0,
,,,,,77.56,740,7661,0,7661,6921,0,
,,,,,79.98,2420,9341,0,9341,6921,0,
,,,,,80.90,920,7841,0,7841,6921,0,
,,,,,81.80,900,7821,0,7821,6921,0,
,,,,,81.16,-640,6281,0,6281,6281,0,
,,,,,83.47,2310,8591,0,8591,6921,0,
,,,,,83.42,-50,6871,0,6871,6871,0,
,,,,,82.91,-510,6361,0,6361,6361,1,
,,,,,81.06,-1850,4511,2410,6921,6921,0,
,,,,,81.73,670,7591,0,7591,6921,1,
,,,,,79.60,-2130,4791,2130,6921,6921,0,
,,,,,81.88,2280,9201,0,9201,6921,1,
,,,,,79.26,-2620,4301,2620,6921,6921,0,
,,,,,80.66,1400,8321,0,8321,6921,0,
,,,,,82.11,1450,8371,0,8371,6921,0,
,,,,,82.93,820,7741,0,7741,6921,0,
,,,,,82.12,-810,6111,0,6111,6111,1,
,,,,,79.99,-2130,3981,2940,6921,6921,0,
,,,,,81.97,1980,8901,0,8901,6921,0,
,,,,,81.49,-480,6441,0,6441,6441,0,
,,,,,81.88,390,6831,0,6831,6831,1,
,,,,,79.83,-2050,4781,2140,6921,6921,0,
,,,,,79.18,-650,6271,0,6271,6271,0,
,,,,,81.59,2410,8681,0,8681,6921,0,
,,,,,81.84,250,7171,0,7171,6921,0,
,,,,,82.27,430,7351,0,7351,6921,1,
,,,,,80.36,-1910,5011,1910,6921,6921,0,
,,,,,79.85,-510,6411,0,6411,6411,0,
,,,,,80.07,220,6631,0,6631,6631,0,
,,,,,78.96,-1110,5521,0,5521,5521,0,
,,,,,81.03,2070,7591,0,7591,6921,0,
,,,,,79.38,-1650,5271,0,5271,5271,0,
,,,,,80.74,1360,6631,0,6631,6631,0,
,,,,,81.84,1100,7731,0,7731,6921,0,
,,,,,80.44,-1400,5521,0,5521,5521,0,
,,,,,80.76,320,5841,0,5841,5841,1,
,,,,,79.84,-920,4921,2000,6921,6921,0,
,,,,,78.75,-1090,5831,0,5831,5831,1,
,,,,,77.24,-1510,4321,2600,6921,6921,1,
,,,,,74.90,-2340,4581,2340,6921,6921,0,
,,,,,74.64,-260,6661,0,6661,6661,0,
,,,,,74.63,-10,6651,0,6651,6651,0,
,,,,,74.56,-70,6581,0,6581,6581,0,
,,,,,74.84,280,6861,0,6861,6861,0,
,,,,,76.09,1250,8111,0,8111,6921,0,
,,,,,75.56,-530,6391,0,6391,6391,0,
,,,,,75.99,430,6821,0,6821,6821,0,
,,,,,75.32,-670,6151,0,6151,6151,0,
,,,,,75.74,420,6571,0,6571,6571,0,
,,,,,77.86,2120,8691,0,8691,6921,0,
,,,,,79.32,1460,8381,0,8381,6921,0,
,,,,,80.17,850,7771,0,7771,6921,0,
,,,,,80.31,140,7061,0,7061,6921,0,
,,,,,80.73,420,7341,0,7341,6921,0,
,,,,,80.63,-100,6821,0,6821,6821,0,
,,,,,82.65,2020,8841,0,8841,6921,0,
,,,,,82.99,340,7261,0,7261,6921,0,
,,,,,84.31,1320,8241,0,8241,6921,0,
,,,,,83.75,-560,6361,0,6361,6361,0,
,,,,,83.87,120,6481,0,6481,6481,0,
,,,,,83.55,-320,6161,0,6161,6161,1,
,,,,,81.70,-1850,4311,2610,6921,6921,0,
,,,,,80.60,-1100,5821,0,5821,5821,0,
,,,,,80.47,-130,5691,0,5691,5691,1,
,,,,,78.97,-1500,4191,2730,6921,6921,0,
,,,,,79.81,840,7761,0,7761,6921,0,
,,,,,78.23,-1580,5341,0,5341,5341,1,
,,,,,76.53,-1700,3641,3280,6921,6921,0,
,,,,,74.92,-1610,5311,0,5311,5311,0,
,,,,,75.69,770,6081,0,6081,6081,0,
,,,,,75.15,-540,5541,0,5541,5541,1,
,,,,,74.15,-1000,4541,2380,6921,6921,0,
,,,,,74.07,-80,6841,0,6841,6841,0,
,,,,,73.35,-720,6121,0,6121,6121,0,
,,,,,74.91,1560,7681,0,7681,6921,0,
,,,,,77.72,2810,9731,0,9731,6921,0,
,,,,,77.43,-290,6631,0,6631,6631,1,
,,,,,73.54,-3890,2741,4180,6921,6921,1,
,,,,,71.52,-2020,4901,2020,6921,6921,0,
,,,,,72.29,770,7691,0,7691,6921,0,
,,,,,74.20,1910,8831,0,8831,6921,0,
,,,,,74.89,690,7611,0,7611,6921,0,
,,,,,75.72,830,7751,0,7751,6921,0,
,,,,,74.50,-1220,5701,0,5701,5701,0,
,,,,,77.42,2920,8621,0,8621,6921,0,
,,,,,77.73,310,7231,0,7231,6921,0,
,,,,,79.42,1690,8611,0,8611,6921,0,
,,,,,80.06,640,7561,0,7561,6921,0,
,,,,,80.31,250,7171,0,7171,6921,0,
,,,,,78.86,-1450,5471,0,5471,5471,0,
,,,,,80.00,1140,6611,0,6611,6611,1,
,,,,,78.17,-1830,4781,2140,6921,6921,0,
,,,,,79.66,1490,8411,0,8411,6921,0,
,,,,,78.70,-960,5961,0,5961,5961,0,
,,,,,79.68,980,6941,0,6941,6921,0,
,,,,,80.87,1190,8111,0,8111,6921,0,
,,,,,80.21,-660,6261,0,6261,6261,0,
,,,,,81.50,1290,7551,0,7551,6921,0,
,,,,,81.87,370,7291,0,7291,6921,0,
,,,,,81.49,-380,6541,0,6541,6541,0,
,,,,,82.09,600,7141,0,7141,6921,0,
,,,,,82.11,20,6941,0,6941,6921,0,
,,,,,81.24,-870,6051,0,6051,6051,1,
,,,,,79.80,-1440,4611,2310,6921,6921,0,
,,,,,81.70,1900,8821,0,8821,6921,0,
,,,,,82.93,1230,8151,0,8151,6921,0,
,,,,,82.20,-730,6191,0,6191,6191,1,
,,,,,80.68,-1520,4671,2250,6921,6921,0,
,,,,,81.25,570,7491,0,7491,6921,0,
